"collections_title","collections_url","collections_tags_media","collections_tags_subject","collections_description"
"Carrie Chapman Catt Papers","https://www.loc.gov/collections/carrie-chapman-catt-papers/about-this-collection/","Media-Photos","","The papers of suffragist\, political strategist\, and pacifist Carrie Lane Chapman Catt (1859-1947) span the years 1848-1950\, with the bulk of the material dating from 1890 to 1920. The collection consists of approximately 9\,500 items (11\,851 images)\, most of which were digitized from 18 microfilm reels. Included are diaries\, correspondence\, speeches and articles\, subject files\, and miscellaneous items\, including photographs and printed matter. The..."
"Cartoon Drawings","https://www.loc.gov/collections/cartoon-drawings/about-this-collection/","","","Offers more than 9\,000 original drawings for editorial cartoons\, caricatures\, and comic strips spanning the late 1700s to the present\, primarily from 1880 to 1980. The cartoons cover people and events throughout the world\, but most of the images were intended for publication in American newspapers and magazines. Scope | Cartoonists | Cartoons by Type Scope of the Cartoon Drawings \"I won the Nobel..."
"Cartoon Drawings: Herblock Collection","https://www.loc.gov/collections/herblock-cartoon-drawings/about-this-collection/","","","Herbert L. Block (1909-2001)\, known to the world as Herblock\, was one of the most influential political commentators and editorial cartoonists in American history. His long chronicle of major social and political events began to appear in newspapers in 1929\, and he continued to document domestic and international events for 72 years. The bulk of the 14\,000 original ink and graphite drawings in the..."
"Cartoon Drawings: Swann Collection of Caricature and Cartoon","https://www.loc.gov/collections/cartoon-drawings-swann/about-this-collection/","","","Contains 2\,085 drawings\, prints\, and paintings related to the art of caricature\, cartoon\, and illustration\, spanning the years 1780 to 1977 and includes works by 521 American and foreign artists and illustrators. Most of the images are cartoons\, comic strips\, and periodical illustrations drawn by American artists between 1890 and 1970. The Swann Collection features a rich diversity of twentieth-century American and European cartoon..."
"Cartoon Prints\, American","https://www.loc.gov/collections/american-cartoon-prints/about-this-collection/","","","This assemblage of more than 500 prints made in America during the eighteenth and nineteenth centuries encompasses several forms of political art. Most of the prints are from the division's PC/US series\, which consists of individually cataloged political cartoons and caricatures. All of the prints meet two criteria: they were originally designed to express sentiments relating to civic life and government in the United..."
"Cartoon Prints\, British","https://www.loc.gov/collections/british-cartoon-prints/about-this-collection/","","","The Prints and Photographs Division holds one of the largest collections of British political and satirical prints in America. The approximately 9\,000 prints (approximately 8\,500 distinct images) in the collection highlight British political life\, society\, fashion\, manners\, and theater. They were published primarily between 1780 and 1830\, an era dominated by the prodigious talents and prolific efforts of such famous caricaturists as James Gillray..."
"Case Books","https://www.loc.gov/collections/case-books/about-this-collection/","Media-Photos","","Consists of more than 2\,200 books and serials spanning the period 1550 to the present\, with most published between 1840 and 1970. Illustrations are the featured aspect of these works\, and many of the volumes contain original visual materials such as engravings\, woodcuts\, lithographs\, fine photogravures\, and photographic prints. The subject matter and country of origin vary widely. Representative examples include: The Designs of..."
"A Century of Lawmaking for a New Nation: U.S. Congressional Documents and Debates 1774-1875","https://memory.loc.gov/ammem/amlaw/lawhome.html","","","Beginning with the Continental Congress in 1774\, America's national legislative bodies have kept records of their proceedings. The records of the Continental Congress\, the Constitutional Convention\, and the United States Congress make up a rich documentary history of the construction of the nation and the development of the federal government and its role in the national life. These documents record American history in the..."
"Charles Wellington Reed Papers\, 1776 to 1926","https://www.loc.gov/collections/charles-reed/about-this-collection/","","War-AmericanCivilWar","The papers of Civil War soldier and artist Charles Wellington Reed (1841-1926) span the years 1776-1926\, with the bulk of the material concentrated in the period 1862-1865\, when he served with the Ninth Independent Battery\, Massachusetts Light Artillery. The collection includes approximately seven hundred sketches previously bound in two volumes and correspondence relating primarily to the Civil War. Other items consist of articles\, citations..."
"Chicago Ethnic Arts Project Collection","https://www.loc.gov/collections/chicago-ethnic-arts-project/about-this-collection/","Media-Photos","","The Chicago Ethnic Arts Project survey was conducted in 1977 by the American Folklife Center at the request of the Illinois Arts Council to assess and document the status of ethnic art traditions in more than twenty ethnic communities in Chicago\, and was jointly sponsored by both organizations. The collection consists of approximately 344 sound recordings\, 14\,141 photographs\, 269 folders of manuscript materials\, 2..."
"Children's Book Selections","https://www.loc.gov/collections/childrens-book-selections/about-this-collection/","","","This special collection presents children’s books selected from the General and Rare Book Collections at the Library of Congress. The collection includes classic works that are still read by children today\, and lesser-known treasures drawn from the Library’s extensive collection of historically significant children’s books. The books in this collection were published in the United States and England before 1924\, are no longer under..."
"Chinese Rare Book Digital Collection","https://www.loc.gov/collections/chinese-rare-books/about-this-collection/","","","The Chinese Rare Book Digital Collection draws from the 5\,300 titles of Chinese rare books housed at the Asian Division of the Library of Congress. The initial online presentation includes about 1\,000 digitized rare titles\, and more will be accessible in following phases. Once complete\, the digital collection will comprise nearly 2\,000 titles. According to the International Union Catalog of Chinese Rare Book Project..."
